,Unnamed: 0,Type of Dwelling,General Zoning Classification,Linear feet of street connected to the property,Lot size in square feet,Type Of Road Access To Property,Type Of Alley Access To Property,General Shape of Property,Flatness Of The Property,Type Of Utilities Available,plot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on the house,Masonry veneer type,Masonry veneer area in square feet,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,: Type 2 finished square feet ,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
408,408,2-STORY 1946 & NEWER,Residential Low-Density,109,14154,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northridge Heights,Normal,Normal,7,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,350,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,2172,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,62,0,0,0,0,No,No,No,0,Aug,2007,New,Partial,280000
409,409,2-STORY 1946 & NEWER,Floating Village Residential,85,10800,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2007,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,100,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,GasA,Ex,Y,SBrkr,1050,1028,2078,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,No,No,No,0,Apr,2008,New,Partial,339750
410,410,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,68,9571,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,5,3,1958,1958,Gable,Standard (Composite) Shingle,Brick Common,None,0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,1276,0,1276,0,0,1,0,3,1,TA,5,Mod,0,No,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2009,COD,Abnorml,60000
411,411,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low-Density,100,34650,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,5,5,1955,1955,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,N,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,5,Typ,0,No,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,0,0,0,0,0,No,No,No,0,Jan,2006,WD,Normal,145000
412,412,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,0,4403,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,7,5,2009,2009,Gable,Standard (Composite) Shingle,Metal Siding,Stone,432,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,1478,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,144,0,0,0,0,No,No,No,0,Jun,2010,New,Partial,222000
413,413,1-STORY 1945 & OLDER,Residential Medium Density,56,8960,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Artery&Norm,Normal,5,6,1927,1950,Gable,Standard (Composite) Shingle,Wood Shingles,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,Y,FuseA,1028,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,No,No,No,0,Mar,2010,WD,Normal,115000
414,414,2-STORY 1946 & NEWER,Residential Low-Density,59,11228,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,7,5,1993,1993,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,Y,SBrkr,1080,1017,2097,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3,678,TA,TA,Y,196,187,0,0,0,0,No,No,No,0,Dec,2008,WD,Normal,228000
415,415,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73,8899,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,7,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,1340,0,0,2,0,3,1,Gd,6,Typ,0,No,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,No,No,No,0,Aug,2007,New,Partial,181134
416,416,2-STORY 1946 & NEWER,Residential Low-Density,74,7844,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,6,7,1978,1978,Hip,Standard (Composite) Shingle,Hard Board,Brick Face,203,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,672,728,1400,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Mar,2006,WD,Normal,149500
417,417,2-STORY 1945 & OLDER,Residential Low-Density,86,22420,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Feedr&Norm,Normal,6,6,1918,1950,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,1370,1254,2624,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0,0,0,0,0,0,No,No,No,0,Nov,2007,WD,Normal,239000
418,418,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60,8160,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,5,6,1940,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,756,378,1134,1,0,1,1,3,1,TA,7,Typ,0,No,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0,0,0,0,0,No,No,No,0,Apr,2007,WD,AdjLand,126000
419,419,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,65,8450,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,6,1968,1968,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,Y,SBrkr,1056,0,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,No,No,No,0,Jul,2010,WD,Normal,142000
420,420,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,78,7060,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Mitchell,Normal,Normal,7,5,1997,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,200,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,1344,2,0,2,0,2,2,TA,8,Typ,0,No,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Nov,2008,WD,Alloca,206300
421,421,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,16635,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of the property,Gentle slope,Northwest Ames,Normal,Normal,6,7,1977,2000,Gable,Standard (Composite) Shingle,Cement Board,Stone,126,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,1602,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,240,0,0,0,0,0,No,No,No,0,Jun,2009,WD,Normal,215000
422,422,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,100,21750,Paved,No Alley Access,Regular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Mitchell,Artery&Norm,Normal,5,5,1954,1954,Hip,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,988,0,988,0,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1954.0,RFn,2,520,TA,TA,N,0,0,0,0,0,0,No,No,No,0,Feb,2008,WD,Normal,113000
423,423,2-STORY 1946 & NEWER,Residential Low-Density,80,9200,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge,Normal,Normal,8,5,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,473,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,2630,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,66,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,315000
424,424,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,72,9000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,6,5,1956,1956,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,74,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,1196,0,1196,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,No,No,No,0,May,2008,WD,Normal,139000
425,425,2-STORY 1946 & NEWER,Residential Medium Density,60,3378,Paved,Gravel,Regular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,7,8,1946,1992,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1,240,TA,TA,P,0,0,126,0,0,0,No,No,No,0,Sep,2009,WD,Normal,135000
426,426,SPLIT OR MULTI-LEVEL,Residential Low-Density,0,12800,Paved,No Alley Access,Regular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Sawyer West,Normal,Normal,7,5,1989,1989,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,145,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,1644,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,0,0,0,396,0,No,No,No,0,Aug,2009,WD,Normal,275000
427,427,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,77,8593,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,4,6,1957,1957,Hip,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,907,0,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jul,2008,WD,Normal,109008
428,428,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,64,6762,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,108,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,1208,1,0,2,0,2,1,Gd,6,Typ,0,No,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,54,0,0,0,0,No,No,No,0,Sep,2007,New,Partial,195400
429,429,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,130,11457,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Timberland,Normal,Normal,6,5,1988,1988,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,1412,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,No,No,No,0,Mar,2009,WD,Normal,175000
430,430,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,21,1680,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,6,5,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,232,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,987,0,0,1,1,2,1,TA,4,Typ,0,No,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jul,2008,COD,Abnorml,85400
431,431,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,5586,Paved,No Alley Access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Feedr&Norm,Normal,6,7,1920,1998,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,1198,0,0,1,0,4,1,TA,7,Typ,0,No,No,,No,0,0,No,No,N,0,98,0,0,0,0,No,MnPrv,No,0,Sep,2008,ConLD,Abnorml,79900
432,432,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,24,1920,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,5,5,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,376,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,1365,1,0,1,1,2,1,TA,6,Min1,0,No,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,36,0,0,0,0,No,No,No,0,Aug,2007,WD,Normal,122500
433,433,2-STORY 1946 & NEWER,Residential Low-Density,100,10839,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,6,5,1997,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,Jul,2008,WD,Normal,181000
434,434,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER) - 1946 & NEWER,Residential Medium Density,21,1890,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,4,7,1972,1972,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,1,0,1,1,TA,3,Typ,0,No,No,,No,0,0,No,No,Y,88,0,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,81000
435,435,2-STORY 1946 & NEWER,Residential Low-Density,43,10667,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,PosN&Norm,Normal,7,6,1996,1996,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,1661,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,550,TA,TA,Y,158,61,0,0,0,0,No,No,No,0,Apr,2009,ConLw,Normal,212000
436,436,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,40,4400,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,6,8,1920,1950,Gable,Standard (Composite) Shingle,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,1118,0,0,1,0,2,1,TA,6,Typ,0,No,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Oct,2006,WD,Normal,116000
437,437,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium Density,50,6000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,6,7,1926,2004,Gable,Standard (Composite) Shingle,Wood Siding,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,904,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,No,No,No,0,Jan,2009,WD,Normal,119000
438,438,1-STORY 1945 & OLDER,Residential Low-Density,40,4280,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,5,6,1913,2002,Gable,Standard (Composite) Shingle,Wood Shingles,None,0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,No,MnPrv,No,0,Mar,2007,WD,Normal,90350
439,439,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,67,12354,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,6,8,1920,2000,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,1196,0,0,1,0,3,1,Gd,7,Typ,0,No,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,No,GdPrv,Shed,800,Aug,2009,ConLI,Normal,110000
440,440,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,105,15431,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,10,5,2008,2008,Hip,Standard (Composite) Shingle,Vinyl Siding,Stone,200,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,2402,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0,72,0,0,170,0,No,No,No,0,Apr,2009,WD,Normal,555000
441,441,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,92,12108,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,4,4,1955,1955,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,270,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,No,No,,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,Sep,2008,WD,Normal,118000
442,442,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52,6240,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,5,7,1930,1992,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,162900
443,443,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,53,3922,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Bloomington Heights,Normal,Normal,7,5,2006,2007,Gable,Standard (Composite) Shingle,Wood Shingles,Brick Face,72,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,16,0,0,0,0,No,No,No,0,Jun,2007,New,Partial,172500
444,444,2-STORY 1946 & NEWER,Residential Low-Density,70,8750,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,1994,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,No,No,No,0,Jul,2008,WD,Normal,210000
445,445,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,73,9855,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Edwards,Normal,Normal,6,5,1956,1956,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,Nov,2009,COD,Normal,127500
446,446,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,137,16492,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,PosA&Norm,Normal,6,6,1966,2002,Gable,Standard (Composite) Shingle,Brick Face,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,1888,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2010,WD,Normal,190000
447,447,2-STORY 1946 & NEWER,Residential Low-Density,0,11214,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,7,5,1998,1999,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,TA,TA,Y,89,0,0,0,0,0,No,No,No,0,Jul,2006,WD,Normal,199900
448,448,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50,8600,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,6,6,1937,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,596,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0,0,0,0,0,0,No,No,No,0,Jun,2006,WD,Normal,119500
449,449,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50,6000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,3,7,1948,2002,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,679,504,1183,0,0,1,1,2,1,TA,6,Typ,0,No,Detchd,1981.0,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,No,No,No,0,Jun,2007,WD,Normal,120000
450,450,1-STORY 1945 & OLDER,Residential Medium Density,70,5684,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,6,8,1930,2005,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,813,0,813,0,0,1,0,2,1,Gd,5,Typ,0,No,Detchd,1932.0,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,No,No,No,0,Jun,2006,WD,Normal,110000
451,451,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,62,70761,Paved,No Alley Access,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Clear Creek,Normal,Normal,7,5,1975,1975,Gable,Wood Shingles,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576,TA,TA,Y,200,54,0,0,0,0,No,No,No,0,Dec,2006,WD,Normal,280000
